2.000000000000000000e+02	4.778316945183440079e-01	1.750000000000000000e+02	-2.275727750646234504e-01	2.590000000000000000e+02	-3.760895118665807946e-01	3.134272371087000186e-01	-1.660985966738315611e-01	-7.087697741345646554e-04
2.000000000000000000e+02	4.630226850692449325e-01	1.740000000000000000e+02	-2.488245986058098547e-01	2.590000000000000000e+02	-3.856388398407525897e-01	3.394910639799070262e-01	-1.807618343363023294e-01	-1.601613970894018302e-02
2.000000000000000000e+02	4.614607792204924452e-01	1.730000000000000000e+02	-2.294765309427660993e-01	2.590000000000000000e+02	-3.487957118799260847e-01	3.061116251801115351e-01	-1.705138914413159845e-01	6.966054991433141483e-03
2.000000000000000000e+02	4.726843063112166066e-01	1.750000000000000000e+02	-2.149102324146184850e-01	2.600000000000000000e+02	-3.756003149236243899e-01	3.147909469964388918e-01	-1.459280519970356793e-01	3.068743573688491322e-03
2.000000000000000000e+02	4.765368671052311322e-01	1.750000000000000000e+02	-2.318460919928352904e-01	2.590000000000000000e+02	-3.797999892883537343e-01	3.209715524774935380e-01	-1.632434038810136601e-01	7.158825849589441938e-03
2.000000000000000000e+02	4.713645382665782591e-01	1.750000000000000000e+02	-2.479053291867773512e-01	2.600000000000000000e+02	-3.695575753485232373e-01	3.293487553622990172e-01	-8.769645334306866435e-02	-5.019164619122428947e-05
2.000000000000000000e+02	4.557931341202173248e-01	1.750000000000000000e+02	-2.297783766347992196e-01	2.600000000000000000e+02	-3.732585205972789866e-01	3.229784556773819815e-01	-1.238074702434616009e-01	-7.319553150400703737e-04
2.000000000000000000e+02	4.937621474130219346e-01	1.740000000000000000e+02	-2.216672258208291779e-01	2.590000000000000000e+02	-3.727762204315686612e-01	3.140846945748481667e-01	-1.974015546939114629e-01	8.510325768400372093e-05
2.000000000000000000e+02	4.712769190141040121e-01	1.740000000000000000e+02	-2.471881416246007601e-01	2.590000000000000000e+02	-3.867409755730222831e-01	3.441015749235964427e-01	-1.311575552233635866e-01	6.965119529900597227e-04
2.000000000000000000e+02	4.764811441151789451e-01	1.740000000000000000e+02	-2.293884047042419883e-01	2.600000000000000000e+02	-3.605661483850272075e-01	3.217810209419327827e-01	-1.346309901033669598e-01	7.272182844966481631e-03
2.000000000000000000e+02	4.783380552620470905e-01	1.750000000000000000e+02	-2.262594489763893879e-01	2.590000000000000000e+02	-3.666707956670890445e-01	3.139852628008029667e-01	-1.831731355632873204e-01	-4.698622568856244074e-04
2.000000000000000000e+02	4.894233094457390854e-01	1.750000000000000000e+02	-2.358051088336230172e-01	2.590000000000000000e+02	-3.932749592193149346e-01	3.234379500608798863e-01	-1.645803151210280812e-01	4.201999548375776744e-03
2.000000000000000000e+02	4.643314012692635329e-01	1.750000000000000000e+02	-2.336697505492425497e-01	2.600000000000000000e+02	-3.764051365787609571e-01	3.368899621738152828e-01	-1.165231696152626423e-01	6.592372811154784823e-03
2.000000000000000000e+02	4.654701707015946321e-01	1.750000000000000000e+02	-2.434071960576123239e-01	2.590000000000000000e+02	-3.594317963543218752e-01	3.254236331187503328e-01	-9.572789797870455419e-02	-8.415431180861094457e-03
2.000000000000000000e+02	4.725566989479591529e-01	1.750000000000000000e+02	-2.134530049528054196e-01	2.590000000000000000e+02	-3.788639114145852527e-01	3.267378425969287847e-01	-1.526431567443564674e-01	3.388754943501556729e-03
2.000000000000000000e+02	4.760580775185919711e-01	1.750000000000000000e+02	-2.313068604371943116e-01	2.590000000000000000e+02	-3.872237084173569821e-01	3.259130871103234628e-01	-2.035447248903030082e-01	-2.161850975764720208e-03
2.000000000000000000e+02	4.661635375481892885e-01	1.750000000000000000e+02	-2.368916272742676021e-01	2.600000000000000000e+02	-3.773913233051068294e-01	3.266948670249997244e-01	-1.031763507676739938e-01	-1.191226617072371589e-03
2.000000000000000000e+02	4.519970762740642134e-01	1.750000000000000000e+02	-2.321566897343071700e-01	2.600000000000000000e+02	-3.522361744973510067e-01	3.059456872748389511e-01	-1.137633330321719399e-01	-1.113004649324401008e-03
2.000000000000000000e+02	4.841333964804557244e-01	1.740000000000000000e+02	-2.152392833549528761e-01	2.580000000000000000e+02	-3.783057936371232444e-01	3.275718425338570161e-01	-2.139321319728044735e-01	3.130506849879565075e-03
2.000000000000000000e+02	4.940454990933504376e-01	1.750000000000000000e+02	-2.366309095827027198e-01	2.590000000000000000e+02	-3.736923930656346760e-01	3.303337301628487821e-01	-1.380686156364602790e-01	4.896816332745340845e-03
2.000000000000000000e+02	4.757300534551362481e-01	1.740000000000000000e+02	-2.402700651750506455e-01	2.590000000000000000e+02	-3.544382171261797332e-01	3.302046051070701149e-01	-1.006563944167555846e-01	-5.748907546612376171e-03
